rpt_month,rpt_year,rptsrc,age,n
2,2019,medical,8,1223
2,2019,medical,9,1163
2,2019,medical,10,1153
2,2019,medical,11,1160
2,2019,medical,12,1111
2,2019,medical,13,1102
2,2019,medical,14,1129
2,2019,medical,15,1122
2,2019,medical,16,1040
2,2019,medical,17,862
2,2019,medical,18,21
2,2019,medical,NA,92
2,2019,mental health,0,554
2,2019,mental health,1,516
2,2019,mental health,2,573
2,2019,mental health,3,662
2,2019,mental health,4,724
2,2019,mental health,5,890
2,2019,mental health,6,1007
2,2019,mental health,7,1102
2,2019,mental health,8,1141
2,2019,mental health,9,1172
2,2019,mental health,10,1362
2,2019,mental health,11,1379
2,2019,mental health,12,1478
2,2019,mental health,13,1512
2,2019,mental health,14,1567
2,2019,mental health,15,1571
2,2019,mental health,16,1361
2,2019,mental health,17,1009
2,2019,mental health,18,16
2,2019,mental health,NA,48
2,2019,non-professional,0,6341
2,2019,non-professional,1,6036
2,2019,non-professional,2,6220
2,2019,non-professional,3,6250
2,2019,non-professional,4,6227
2,2019,non-professional,5,6092
2,2019,non-professional,6,5806
2,2019,non-professional,7,5508
2,2019,non-professional,8,5394
2,2019,non-professional,9,5372
2,2019,non-professional,10,5151
2,2019,non-professional,11,5064
2,2019,non-professional,12,4838
2,2019,non-professional,13,4438
2,2019,non-professional,14,4258
2,2019,non-professional,15,3917
2,2019,non-professional,16,3551
2,2019,non-professional,17,2767
2,2019,non-professional,18,89
2,2019,non-professional,NA,676
2,2019,police,0,4484
2,2019,police,1,4176
2,2019,police,2,4211
2,2019,police,3,4149
2,2019,police,4,3799
2,2019,police,5,3479
2,2019,police,6,3299
2,2019,police,7,3142
2,2019,police,8,2991
2,2019,police,9,2957
2,2019,police,10,2982
2,2019,police,11,3031
2,2019,police,12,3037
2,2019,police,13,2878
2,2019,police,14,2940
2,2019,police,15,2770
2,2019,police,16,2567
2,2019,police,17,1828
2,2019,police,18,43
2,2019,police,NA,159
2,2019,social services,0,3516
2,2019,social services,1,1792
2,2019,social services,2,1611
2,2019,social services,3,1711
2,2019,social services,4,1686
2,2019,social services,5,1674
2,2019,social services,6,1763
2,2019,social services,7,1739
2,2019,social services,8,1700
2,2019,social services,9,1673
2,2019,social services,10,1698
2,2019,social services,11,1650
2,2019,social services,12,1665
2,2019,social services,13,1713
2,2019,social services,14,1726
2,2019,social services,15,1695
2,2019,social services,16,1562
2,2019,social services,17,1396
2,2019,social services,18,35
2,2019,social services,NA,111
2,2019,substitute care ,0,72
2,2019,substitute care ,1,60
2,2019,substitute care ,2,62
2,2019,substitute care ,3,74
2,2019,substitute care ,4,85
2,2019,substitute care ,5,76
2,2019,substitute care ,6,66
2,2019,substitute care ,7,67
2,2019,substitute care ,8,43
2,2019,substitute care ,9,49
2,2019,substitute care ,10,49
2,2019,substitute care ,11,44
2,2019,substitute care ,12,56
2,2019,substitute care ,13,56
2,2019,substitute care ,14,73
2,2019,substitute care ,15,64
2,2019,substitute care ,16,67
2,2019,substitute care ,17,72
2,2019,substitute care ,18,6
2,2019,substitute care ,NA,3
2,2019,NA,0,1012
2,2019,NA,1,739
2,2019,NA,2,785
2,2019,NA,3,838
2,2019,NA,4,866
2,2019,NA,5,896
2,2019,NA,6,902
2,2019,NA,7,918
2,2019,NA,8,890
2,2019,NA,9,826
2,2019,NA,10,887
2,2019,NA,11,881
2,2019,NA,12,792
2,2019,NA,13,721
2,2019,NA,14,663
2,2019,NA,15,642
2,2019,NA,16,533
2,2019,NA,17,213
2,2019,NA,18,4
2,2019,NA,NA,40
2,2020,day care,0,122
2,2020,day care,1,196
2,2020,day care,2,247
2,2020,day care,3,292
2,2020,day care,4,344
2,2020,day care,5,226
2,2020,day care,6,105
2,2020,day care,7,81
2,2020,day care,8,70
2,2020,day care,9,66
2,2020,day care,10,48
2,2020,day care,11,45
2,2020,day care,12,44
2,2020,day care,13,22
2,2020,day care,14,24
2,2020,day care,15,23
2,2020,day care,16,17
2,2020,day care,17,9
2,2020,day care,NA,10
2,2020,education,0,1711
2,2020,education,1,1990
2,2020,education,2,2282
2,2020,education,3,2766
2,2020,education,4,3895
2,2020,education,5,6182
2,2020,education,6,7553
2,2020,education,7,7578
2,2020,education,8,7336
2,2020,education,9,7030
2,2020,education,10,7253
2,2020,education,11,7151
2,2020,education,12,6533
2,2020,education,13,6257
2,2020,education,14,5568
2,2020,education,15,4761
2,2020,education,16,4080
2,2020,education,17,2983
2,2020,education,18,78
2,2020,education,NA,245
2,2020,medical,0,8865
2,2020,medical,1,2065
2,2020,medical,2,1887
2,2020,medical,3,1641
2,2020,medical,4,1582
2,2020,medical,5,1402
2,2020,medical,6,1381
2,2020,medical,7,1248
2,2020,medical,8,1208
2,2020,medical,9,1165
2,2020,medical,10,1141
2,2020,medical,11,1151
2,2020,medical,12,1192
2,2020,medical,13,1187
2,2020,medical,14,1242
2,2020,medical,15,1200
2,2020,medical,16,1105
2,2020,medical,17,928
2,2020,medical,18,28
2,2020,medical,NA,70
2,2020,mental health,0,579
2,2020,mental health,1,498
2,2020,mental health,2,548
2,2020,mental health,3,645
2,2020,mental health,4,698
2,2020,mental health,5,940
2,2020,mental health,6,940
2,2020,mental health,7,1122
2,2020,mental health,8,1206
2,2020,mental health,9,1186
2,2020,mental health,10,1292
2,2020,mental health,11,1407
2,2020,mental health,12,1541
2,2020,mental health,13,1657
2,2020,mental health,14,1617
2,2020,mental health,15,1558
2,2020,mental health,16,1406
2,2020,mental health,17,1058
2,2020,mental health,18,30
2,2020,mental health,NA,68
2,2020,non-professional,0,6108
2,2020,non-professional,1,5866
2,2020,non-professional,2,6020
2,2020,non-professional,3,6089
2,2020,non-professional,4,6165
2,2020,non-professional,5,6016
2,2020,non-professional,6,5768
2,2020,non-professional,7,5475
2,2020,non-professional,8,5147
2,2020,non-professional,9,5012
2,2020,non-professional,10,5081
2,2020,non-professional,11,4810
2,2020,non-professional,12,4894
2,2020,non-professional,13,4653
2,2020,non-professional,14,4185
2,2020,non-professional,15,3977
2,2020,non-professional,16,3614
2,2020,non-professional,17,2718
2,2020,non-professional,18,120
2,2020,non-professional,NA,649
2,2020,police,0,4394
2,2020,police,1,4242
2,2020,police,2,4212
2,2020,police,3,3965
2,2020,police,4,3852
2,2020,police,5,3560
2,2020,police,6,3404
2,2020,police,7,3072
2,2020,police,8,3046
2,2020,police,9,2943
2,2020,police,10,3074
2,2020,police,11,2981
2,2020,police,12,3090
2,2020,police,13,3100
2,2020,police,14,3020
2,2020,police,15,2842
2,2020,police,16,2678
2,2020,police,17,1992
2,2020,police,18,56
2,2020,police,NA,181
2,2020,social services,0,3157
2,2020,social services,1,1642
2,2020,social services,2,1577
2,2020,social services,3,1648
2,2020,social services,4,1613
2,2020,social services,5,1710
2,2020,social services,6,1774
2,2020,social services,7,1748
2,2020,social services,8,1701
2,2020,social services,9,1599
2,2020,social services,10,1686
2,2020,social services,11,1633
2,2020,social services,12,1809
2,2020,social services,13,1759
2,2020,social services,14,1838
2,2020,social services,15,1765
2,2020,social services,16,1638
2,2020,social services,17,1242
2,2020,social services,18,44
2,2020,social services,NA,115
2,2020,substitute care ,0,64
2,2020,substitute care ,1,71
2,2020,substitute care ,2,73
2,2020,substitute care ,3,75
2,2020,substitute care ,4,105
2,2020,substitute care ,5,74
2,2020,substitute care ,6,82
2,2020,substitute care ,7,63
2,2020,substitute care ,8,72
2,2020,substitute care ,9,59
2,2020,substitute care ,10,57
2,2020,substitute care ,11,51
2,2020,substitute care ,12,53
2,2020,substitute care ,13,69
2,2020,substitute care ,14,78
2,2020,substitute care ,15,78
2,2020,substitute care ,16,82
2,2020,substitute care ,17,60
2,2020,substitute care ,18,1
2,2020,substitute care ,NA,17
2,2020,NA,0,541
2,2020,NA,1,412
2,2020,NA,2,443
2,2020,NA,3,390
2,2020,NA,4,480
2,2020,NA,5,499
2,2020,NA,6,501
2,2020,NA,7,523
2,2020,NA,8,509
2,2020,NA,9,485
2,2020,NA,10,437
2,2020,NA,11,468
2,2020,NA,12,457
2,2020,NA,13,426
2,2020,NA,14,409
2,2020,NA,15,390
2,2020,NA,16,343
2,2020,NA,17,274
2,2020,NA,18,7
2,2020,NA,NA,43
3,2016,non-professional,1,1
3,2016,non-professional,2,1
3,2016,police,0,4
3,2016,social services,12,1
3,2017,day care,0,1
3,2017,day care,1,3
3,2017,day care,2,4
3,2017,day care,3,4
3,2017,day care,4,8
3,2017,day care,5,1
3,2017,day care,6,2
3,2017,day care,7,2
3,2017,day care,8,5
3,2017,day care,9,4
3,2017,day care,10,4
3,2017,day care,11,4
3,2017,day care,12,4
3,2017,day care,13,1
3,2017,day care,14,2
3,2017,education,0,49
3,2017,education,1,38
3,2017,education,2,45
3,2017,education,3,73
3,2017,education,4,82
3,2017,education,5,133
3,2017,education,6,154
3,2017,education,7,176
3,2017,education,8,182
3,2017,education,9,181
3,2017,education,10,156
3,2017,education,11,146
3,2017,education,12,132
3,2017,education,13,147
3,2017,education,14,147
3,2017,education,15,114
3,2017,education,16,102
3,2017,education,17,63
3,2017,education,18,2
3,2017,education,NA,12
3,2017,medical,0,303
3,2017,medical,1,82
3,2017,medical,2,74
3,2017,medical,3,66
3,2017,medical,4,56
3,2017,medical,5,34
3,2017,medical,6,62
3,2017,medical,7,37
3,2017,medical,8,42
3,2017,medical,9,43
3,2017,medical,10,35
3,2017,medical,11,50
3,2017,medical,12,28
3,2017,medical,13,32
3,2017,medical,14,31
3,2017,medical,15,39
3,2017,medical,16,24
3,2017,medical,17,26
3,2017,medical,18,2
3,2017,medical,NA,8
3,2017,mental health,0,16
3,2017,mental health,1,18
3,2017,mental health,2,20
3,2017,mental health,3,24
3,2017,mental health,4,19
3,2017,mental health,5,29
3,2017,mental health,6,31
3,2017,mental health,7,39
3,2017,mental health,8,27
3,2017,mental health,9,47
3,2017,mental health,10,36
3,2017,mental health,11,31
3,2017,mental health,12,47
3,2017,mental health,13,59
3,2017,mental health,14,53
3,2017,mental health,15,52
3,2017,mental health,16,41
3,2017,mental health,17,39
3,2017,mental health,NA,1
3,2017,non-professional,0,183
3,2017,non-professional,1,197
3,2017,non-professional,2,218
3,2017,non-professional,3,196
3,2017,non-professional,4,186
3,2017,non-professional,5,202
3,2017,non-professional,6,181
3,2017,non-professional,7,194
3,2017,non-professional,8,174
3,2017,non-professional,9,189
3,2017,non-professional,10,155
3,2017,non-professional,11,152
3,2017,non-professional,12,154
3,2017,non-professional,13,127
3,2017,non-professional,14,132
3,2017,non-professional,15,146
3,2017,non-professional,16,123
3,2017,non-professional,17,82
3,2017,non-professional,18,9
3,2017,non-professional,NA,14
3,2017,police,0,167
3,2017,police,1,152
3,2017,police,2,155
3,2017,police,3,154
3,2017,police,4,145
3,2017,police,5,131
3,2017,police,6,122
3,2017,police,7,122
3,2017,police,8,124
3,2017,police,9,116
3,2017,police,10,121
3,2017,police,11,107
3,2017,police,12,97
3,2017,police,13,106
3,2017,police,14,105
3,2017,police,15,127
3,2017,police,16,84
3,2017,police,17,67
3,2017,police,18,6
3,2017,police,NA,10
3,2017,social services,0,121
3,2017,social services,1,69
3,2017,social services,2,61
3,2017,social services,3,50
3,2017,social services,4,67
3,2017,social services,5,63
3,2017,social services,6,65
3,2017,social services,7,67
3,2017,social services,8,67
3,2017,social services,9,67
3,2017,social services,10,60
3,2017,social services,11,67
3,2017,social services,12,67
3,2017,social services,13,52
3,2017,social services,14,68
3,2017,social services,15,68
3,2017,social services,16,70
3,2017,social services,17,41
3,2017,social services,18,1
3,2017,social services,NA,7
3,2017,substitute care ,0,1
3,2017,substitute care ,1,2
3,2017,substitute care ,2,2
3,2017,substitute care ,3,3
3,2017,substitute care ,5,2
3,2017,substitute care ,8,3
3,2017,substitute care ,9,2
3,2017,substitute care ,10,1
3,2017,substitute care ,11,2
3,2017,substitute care ,12,2
3,2017,substitute care ,13,4
3,2017,substitute care ,14,3
3,2017,substitute care ,15,3
3,2017,substitute care ,16,4
3,2017,substitute care ,17,3
3,2017,substitute care ,18,1
3,2017,NA,0,15
3,2017,NA,1,11
3,2017,NA,2,13
3,2017,NA,3,13
3,2017,NA,4,7
3,2017,NA,5,8
3,2017,NA,6,15
3,2017,NA,7,13
3,2017,NA,8,19
3,2017,NA,9,18
3,2017,NA,10,12
3,2017,NA,11,14
3,2017,NA,12,8
3,2017,NA,13,19
3,2017,NA,14,13
3,2017,NA,15,11
3,2017,NA,16,15
3,2017,NA,17,7
3,2017,NA,NA,1
3,2018,day care,0,138
3,2018,day care,1,229
3,2018,day care,2,266
3,2018,day care,3,343
3,2018,day care,4,341
3,2018,day care,5,263
3,2018,day care,6,106
3,2018,day care,7,84
3,2018,day care,8,93
3,2018,day care,9,64
3,2018,day care,10,55
3,2018,day care,11,39
3,2018,day care,12,38
3,2018,day care,13,30
3,2018,day care,14,15
3,2018,day care,15,21
3,2018,day care,16,14
3,2018,day care,17,12
3,2018,day care,18,1
3,2018,day care,NA,15
3,2018,education,0,1847
3,2018,education,1,2082
3,2018,education,2,2499
3,2018,education,3,3026
3,2018,education,4,4086
3,2018,education,5,6309
3,2018,education,6,8070
3,2018,education,7,8203
3,2018,education,8,8144
3,2018,education,9,8128
3,2018,education,10,8063
3,2018,education,11,7596
3,2018,education,12,6816
3,2018,education,13,6000
3,2018,education,14,5677
3,2018,education,15,4971
3,2018,education,16,4315
3,2018,education,17,3185
3,2018,education,18,87
3,2018,education,NA,217
3,2018,medical,0,9373
3,2018,medical,1,2512
3,2018,medical,2,2153
3,2018,medical,3,2019
3,2018,medical,4,1831
3,2018,medical,5,1672
3,2018,medical,6,1579
3,2018,medical,7,1474
3,2018,medical,8,1384
3,2018,medical,9,1325
3,2018,medical,10,1365
3,2018,medical,11,1276
3,2018,medical,12,1260
3,2018,medical,13,1209
3,2018,medical,14,1210
3,2018,medical,15,1252
3,2018,medical,16,1095
3,2018,medical,17,1047
3,2018,medical,18,37
3,2018,medical,NA,77
3,2018,mental health,0,681
3,2018,mental health,1,624
3,2018,mental health,2,639
3,2018,mental health,3,755
3,2018,mental health,4,775
3,2018,mental health,5,1031
3,2018,mental health,6,1133
3,2018,mental health,7,1266
3,2018,mental health,8,1417
3,2018,mental health,9,1353
3,2018,mental health,10,1447
3,2018,mental health,11,1533
3,2018,mental health,12,1547
3,2018,mental health,13,1633
3,2018,mental health,14,1657
3,2018,mental health,15,1558
3,2018,mental health,16,1398
3,2018,mental health,17,1107
3,2018,mental health,18,25
3,2018,mental health,NA,34
3,2018,non-professional,0,7688
3,2018,non-professional,1,7466
3,2018,non-professional,2,7777
3,2018,non-professional,3,7846
3,2018,non-professional,4,7684
3,2018,non-professional,5,7343
3,2018,non-professional,6,7057
3,2018,non-professional,7,6837
3,2018,non-professional,8,6700
3,2018,non-professional,9,6520
3,2018,non-professional,10,6252
3,2018,non-professional,11,5887
3,2018,non-professional,12,5419
3,2018,non-professional,13,4934
3,2018,non-professional,14,4636
3,2018,non-professional,15,4431
3,2018,non-professional,16,3916
3,2018,non-professional,17,3193
3,2018,non-professional,18,215
3,2018,non-professional,NA,678
3,2018,police,0,5279
3,2018,police,1,4902
3,2018,police,2,5191
3,2018,police,3,4941
3,2018,police,4,4437
3,2018,police,5,4060
3,2018,police,6,3625
3,2018,police,7,3619
3,2018,police,8,3580
3,2018,police,9,3604
3,2018,police,10,3519
3,2018,police,11,3432
3,2018,police,12,3122
3,2018,police,13,3198
3,2018,police,14,3152
3,2018,police,15,3083
3,2018,police,16,2901
3,2018,police,17,2120
3,2018,police,18,55
3,2018,police,NA,166
3,2018,social services,0,4135
3,2018,social services,1,2159
3,2018,social services,2,2245
3,2018,social services,3,2046
3,2018,social services,4,2039
3,2018,social services,5,2140
3,2018,social services,6,2051
3,2018,social services,7,2147
3,2018,social services,8,2180
3,2018,social services,9,2053
3,2018,social services,10,2042
3,2018,social services,11,2052
3,2018,social services,12,1994
3,2018,social services,13,2013
3,2018,social services,14,2078
3,2018,social services,15,2097
3,2018,social services,16,1976
3,2018,social services,17,1627
3,2018,social services,18,66
3,2018,social services,NA,156
3,2018,substitute care ,0,45
3,2018,substitute care ,1,59
3,2018,substitute care ,2,57
3,2018,substitute care ,3,72
3,2018,substitute care ,4,115
3,2018,substitute care ,5,84
3,2018,substitute care ,6,73
3,2018,substitute care ,7,69
3,2018,substitute care ,8,71
3,2018,substitute care ,9,64
3,2018,substitute care ,10,58
3,2018,substitute care ,11,59
3,2018,substitute care ,12,70
3,2018,substitute care ,13,57
3,2018,substitute care ,14,62
3,2018,substitute care ,15,80
3,2018,substitute care ,16,82
3,2018,substitute care ,17,75
3,2018,substitute care ,18,4
3,2018,substitute care ,NA,1
3,2018,NA,0,1293
3,2018,NA,1,1043
3,2018,NA,2,1078
3,2018,NA,3,1106
3,2018,NA,4,1087
3,2018,NA,5,1135
3,2018,NA,6,1161
3,2018,NA,7,1164
3,2018,NA,8,1168
3,2018,NA,9,1170
3,2018,NA,10,1096
3,2018,NA,11,1033
3,2018,NA,12,996
3,2018,NA,13,904
3,2018,NA,14,895
3,2018,NA,15,748
3,2018,NA,16,716
3,2018,NA,17,296
3,2018,NA,18,8
3,2018,NA,NA,52
3,2019,day care,0,148
3,2019,day care,1,196
3,2019,day care,2,252
3,2019,day care,3,333
3,2019,day care,4,356
3,2019,day care,5,246
3,2019,day care,6,108
3,2019,day care,7,75
3,2019,day care,8,78
3,2019,day care,9,63
3,2019,day care,10,48
3,2019,day care,11,41
3,2019,day care,12,31
3,2019,day care,13,25
3,2019,day care,14,20
3,2019,day care,15,21
3,2019,day care,16,20
3,2019,day care,17,25
3,2019,day care,18,2
3,2019,day care,NA,21
3,2019,education,0,1582
3,2019,education,1,2051
3,2019,education,2,2265
3,2019,education,3,2944
3,2019,education,4,3849
3,2019,education,5,5925
3,2019,education,6,7709
3,2019,education,7,7821
3,2019,education,8,7749
3,2019,education,9,7536
3,2019,education,10,7611
3,2019,education,11,7285
3,2019,education,12,6653
3,2019,education,13,6075
3,2019,education,14,5597
3,2019,education,15,5015
3,2019,education,16,4207
3,2019,education,17,3003
3,2019,education,18,67
3,2019,education,NA,269
3,2019,medical,0,9581
3,2019,medical,1,2321
3,2019,medical,2,2119
3,2019,medical,3,1833
3,2019,medical,4,1836
3,2019,medical,5,1583
3,2019,medical,6,1526
3,2019,medical,7,1425
3,2019,medical,8,1315
3,2019,medical,9,1273
3,2019,medical,10,1308
3,2019,medical,11,1277
3,2019,medical,12,1346
3,2019,medical,13,1274
3,2019,medical,14,1232
3,2019,medical,15,1201
3,2019,medical,16,1158
3,2019,medical,17,958
3,2019,medical,18,19
3,2019,medical,NA,80
3,2019,mental health,0,634
3,2019,mental health,1,534
3,2019,mental health,2,616
3,2019,mental health,3,724
3,2019,mental health,4,859
3,2019,mental health,5,993
3,2019,mental health,6,1123
3,2019,mental health,7,1193
3,2019,mental health,8,1258
3,2019,mental health,9,1337
3,2019,mental health,10,1471
3,2019,mental health,11,1555
3,2019,mental health,12,1522
3,2019,mental health,13,1643
3,2019,mental health,14,1667
3,2019,mental health,15,1539
3,2019,mental health,16,1447
3,2019,mental health,17,1115
3,2019,mental health,18,17
